date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:21:10	32810/32810	---M--	200	added ('OK')	application/rtf	date:Sat,%2021%20Dec%202024%2009:21:10%20GMT	https://investors.scholarrock.vercel.app/static-files/644bc6d2-4502-4256-ad1a-e9b329042317	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001104659-24-119433.rtf;%20filename_=UTF-8''0001104659-24-119433.rtf	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:11	10240/10240	---M--	200	added ('OK')	application/vnd.ms-excel	date:Sat,%2021%20Dec%202024%2009:21:11%20GMT	https://investors.scholarrock.vercel.app/static-files/4792abef-bcf2-4a80-ab3a-c201689d26bd	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001104659-24-119433.xls;%20filename_=UTF-8''0001104659-24-119433.xls	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:11	69721/69721	---M-Z	200	added ('OK')	text/html	etag:%221734772871%22	https://investors.scholarrock.vercel.app/sec-filings/sec-filing/4/0001415889-24-026708	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/sec-filings/sec-filing/4/0001415889-24-026708.html	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:12	23166/23166	---M-Z	200	added ('OK')	text/html	etag:%221734772872%22	https://investors.scholarrock.vercel.app/node/10611/html	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/node/10611/html.html	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:13	115589/115589	---M--	200	added ('OK')	application/pdf	date:Sat,%2021%20Dec%202024%2009:21:13%20GMT	https://investors.scholarrock.vercel.app/static-files/9572cb15-6738-42a9-90ae-bc0fe990bb60	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001415889-24-026708.pdf;%20filename_=UTF-8''0001415889-24-026708.pdf	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:14	24610/24610	---M--	200	added ('OK')	application/rtf	date:Sat,%2021%20Dec%202024%2009:21:14%20GMT	https://investors.scholarrock.vercel.app/static-files/a4776387-35d7-4931-8bb7-5eae4bf8af4d	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001415889-24-026708.rtf;%20filename_=UTF-8''0001415889-24-026708.rtf	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:14	12288/12288	---M--	200	added ('OK')	application/vnd.ms-excel	date:Sat,%2021%20Dec%202024%2009:21:14%20GMT	https://investors.scholarrock.vercel.app/static-files/ebab3fb5-96a9-4030-9520-1fc3fa9b678f	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001415889-24-026708.xls;%20filename_=UTF-8''0001415889-24-026708.xls	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:15	69720/69720	---M-Z	200	added ('OK')	text/html	etag:%221734772875%22	https://investors.scholarrock.vercel.app/sec-filings/sec-filing/4/0001415889-24-026709	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/sec-filings/sec-filing/4/0001415889-24-026709.html	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:16	21464/21464	---M-Z	200	added ('OK')	text/html	etag:%221734772876%22	https://investors.scholarrock.vercel.app/node/10616/html	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/node/10616/html.html	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
01:21:17	109383/109383	---M--	200	added ('OK')	application/pdf	date:Sat,%2021%20Dec%202024%2009:21:17%20GMT	https://investors.scholarrock.vercel.app/static-files/ae59c810-9836-43af-9bc1-93ebddec34e4	C:/Users/HP/Documents/programming/clones/scholarrock-investor/investors.scholarrock.vercel.app/static-files/0001415889-24-026709.pdf;%20filename_=UTF-8''0001415889-24-026709.pdf	(from https://investors.scholarrock.vercel.app/investors-media/financials-filings/sec-filings)
